title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
Whale Rider,8000000,"['Drama', 'Family']",en,12.439495,['South Pacific Pictures'],['New Zealand'],2003-01-30,41400000,7.1,111,Niki Caro
Night Watch,4200000,"['Fantasy', 'Action', 'Thriller']",ru,12.540624,"['Bazelevs Production', 'Channel One Russia', 'TABBAK', 'The First Channel']",['Russia'],2004-06-27,32000000,6.3,210,Timur Bekmambetov
The Crying Game,3705538,"['Romance', 'Crime', 'Drama', 'Thriller']",en,8.839651,"['Miramax Films', 'Channel Four Films', 'Palace Pictures', 'Nippon Film Development and Finance Inc.', 'Eurotrustees', 'British Screen Productions']","['Japan', 'United Kingdom', 'Ireland']",1992-09-02,62548947,6.9,176,Neil Jordan
Porky's,4000000,['Comedy'],en,12.891276,"['Melvin Simon Productions', 'Astral Bellevue Pathé']","['United States of America', 'Canada']",1981-11-13,125728258,6.1,183,Bob Clark
Night of the Living Dead,114000,['Horror'],en,25.666029,"['Laurel Group', 'Off Color Films', 'Image Ten', 'Market Square Productions']",['United States of America'],1968-10-01,30000000,7.5,580,George A. Romero
Lost in Translation,4000000,['Drama'],en,45.66662,['American Zoetrope'],"['Japan', 'United States of America']",2003-08-31,119723856,7.3,1895,Sofia Coppola
Annie Hall,4000000,"['Comedy', 'Drama', 'Romance']",en,35.892034,['United Artists'],['United States of America'],1977-04-19,38251425,7.8,1010,Woody Allen
The Greatest Show on Earth,4000000,"['Action', 'Drama', 'Romance']",en,8.988455,['Paramount Pictures'],['United States of America'],1952-01-10,36000000,6.6,50,Cecil B. DeMille
Monster's Ball,4000000,"['Drama', 'Romance']",en,14.042041,"['Lions Gate Films', 'Lee Daniels Entertainment']",['United States of America'],2001-11-11,44909486,6.5,250,Marc Forster
Maggie,4000000,['Horror'],en,40.016306,"['Lionsgate', 'Grindstone Entertainment Group', 'Silver Reel', 'Sly Predator', 'Matt Baer Films', 'Gold Star Films', 'Lotus Entertainment (I)']","['Switzerland', 'United States of America']",2015-05-08,187112,5.2,593,Henry Hobson
Leaving Las Vegas,3600000,"['Drama', 'Romance']",en,22.030517,"['United Artists', 'Intial Productions']",['United States of America'],1995-10-27,49800000,7.1,360,Mike Figgis
The Boy Next Door,4000000,['Thriller'],en,24.161735,"['Universal Pictures', 'Nuyorican Productions', 'Blumhouse Productions', 'Smart Entertainment']",['United States of America'],2015-01-23,52425855,4.1,1022,Rob Cohen
Trapeze,4000000,['Drama'],en,1.379354,['Joanna Productions'],['United States of America'],1956-05-30,14400000,6.4,22,Carol Reed
The Kids Are All Right,3500000,"['Comedy', 'Drama']",en,15.338211,"['Mandalay Vision', '10th Hole Productions', 'Focus Features', 'Gilbert Films', 'Saint Aire Production', 'Artist International', 'Antidote Films (I)', 'Artist International Management']",['United States of America'],2010-07-09,34705850,6.5,506,Lisa Cholodenko
They Live,4000000,"['Action', 'Horror', 'Science Fiction', 'Thriller']",en,29.852608,"['Universal Pictures', 'Alive Films', 'Larry Franco Productions']",['United States of America'],1988-11-23,13008928,7.1,550,John Carpenter
The Great Escape,4000000,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",en,35.061467,"['United Artists', 'The Mirisch Corporation']",['United States of America'],1963-06-20,11744471,7.8,717,John Sturges
The Last Exorcism Part II,5000000,"['Horror', 'Thriller']",en,10.605752,"['StudioCanal', 'CBS Films']",['United States of America'],2013-02-28,15179302,4.4,203,Ed Gass-Donnelly
Boyhood,4000000,['Drama'],en,43.40352,"['IFC Films', 'Detour Filmproduction']",['United States of America'],2014-06-05,44349000,7.5,1971,Richard Linklater
Scoop,4000000,"['Comedy', 'Mystery']",en,17.229537,"['BBC Films', 'Ingenious Film Partners', 'Ingenious Media', 'Perdido Prod.']",['United Kingdom'],2006-07-27,31584901,6.4,420,Woody Allen
The Wash,7000000,"['Action', 'Comedy']",en,2.453459,['Lionsgate'],['United States of America'],2001-11-16,10229331,5.3,26,DJ Pooh
The Misfits,4000000,"['Drama', 'Action', 'Romance']",en,2.930058,"['United Artists', 'Seven Arts Productions']",['United States of America'],1961-01-01,8200000,6.8,72,John Huston
Topaz,4000000,"['Action', 'Drama', 'Mystery', 'Thriller']",en,5.975604,['Universal Pictures'],['United States of America'],1969-12-18,6000000,6.1,77,Alfred Hitchcock
Let's Go to Prison,4000000,"['Comedy', 'Crime']",en,4.59841,['Universal Pictures'],['United States of America'],2006-11-17,4630045,5.5,69,Bob Odenkirk
Four Rooms,4000000,"['Crime', 'Comedy']",en,22.87623,"['Miramax Films', 'A Band Apart']",['United States of America'],1995-12-09,4300000,6.5,530,Allison Anders
Secretary,4000000,"['Comedy', 'Drama', 'Romance']",en,19.107285,"['Slough Pond', 'double A Films']",['United States of America'],2002-01-11,9304609,6.7,376,Steven Shainberg
Talk Radio,4000000,['Drama'],en,4.541908,"['Cineplex-Odeon Films', 'Ten-Four Productions']","['Canada', 'United States of America']",1988-12-21,3468572,6.7,46,Oliver Stone
You Kill Me,4000000,"['Comedy', 'Crime', 'Thriller', 'Romance']",en,6.091951,"['Echo Lake Productions', 'Bi-polar Pictures', 'Code Entertainment', 'Independent Film Group', 'Carol Baum Productions', 'Dillinger Productions', 'Green Tulip Productions']",['United States of America'],2007-02-09,2426851,6.2,80,John Dahl
Red State,4000000,"['Horror', 'Action', 'Thriller']",en,12.062371,"['The Harvey Boys', 'NVSH Productions', 'Phase 4 Films']",['United States of America'],2011-08-19,1104682,5.9,316,Kevin Smith
Mirrormask,4000000,['Fantasy'],en,7.758188,"['Destination Films', 'Jim Henson Company, The']","['United Kingdom', 'United States of America']",2005-01-25,866999,6.6,102,Dave McKean
Joe,4000000,['Drama'],en,22.987897,"['Worldview Entertainment', 'Muskat Filmed Properties', 'Dreambridge Films', 'Rough House Pictures']",['United States of America'],2014-04-11,2365467,6.5,338,David Gordon Green
Shooting Fish,3000000,"['Crime', 'Comedy', 'Romance']",en,1.204941,"['Arts Council of England', 'National Lottery', 'Gruber Bros.', 'Tomboy Films', 'Winchester Multimedia PLC']",['United Kingdom'],1997-08-22,302204,7.0,23,Stefan Schwartz
Prison,1300000,"['Crime', 'Drama', 'Horror', 'Thriller']",en,7.605291,['Empire Pictures'],['United States of America'],1988-03-04,354704,6.7,27,Renny Harlin
Trust,9500000,"['Crime', 'Drama', 'Thriller']",en,21.230737,"['Nu Image Films', 'Millennium Films', 'Dark Harbor Stories']",['United States of America'],2010-09-10,120000,6.6,307,David Schwimmer
Adore,16000000,['Drama'],en,18.790221,"['Gaumont', 'Ciné@', 'Canal+', 'Screen Australia', 'Screen NSW', 'France Télévisions', 'France 2 Cinéma', 'Hopscotch Features', 'Mon Voisin Productions']","['France', 'Australia']",2013-04-03,318982,6.1,291,Anne Fontaine
Mondays in the Sun,4000000,['Drama'],es,3.663108,"['Vía Digital', 'Eurimages', 'Continental Producciones', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Televisión de Galicia (TVG) S.A.', 'Antena 3 Televisión', 'Sogepaq', 'Elías Querejeta Producciones Cinematográficas S.L.', 'Mediapro', 'Quo Vadis Cinéma', 'Eyescreen S.r.l.']","['Spain', 'France', 'Italy']",2002-09-27,146402,7.1,36,Fernando León de Aranoa
Stake Land,650000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",en,12.496261,"['Glass Eye Pix', 'Belladonna Productions', 'Off Hollywood Pictures']",['United States of America'],2010-09-30,33245,6.2,285,Jim Mickle
A Lonely Place to Die,4000000,"['Adventure', 'Action', 'Thriller', 'Crime']",en,8.30723,"['Carnaby International', 'Molinare Studios', 'Eigerwand Pictures']",['United Kingdom'],2011-04-09,25345000,6.2,157,Julian Gilbey
Hell's Angels,3950000,"['Action', 'Drama', 'History']",en,8.484123,['The Caddo Company'],['United States of America'],1930-11-15,8000000,6.1,19,James Whale
A Man for All Seasons,3900000,"['Drama', 'History']",en,9.541688,"['Columbia Pictures Corporation', 'Highland Films']",['United Kingdom'],1966-12-12,28350000,7.5,89,Fred Zinnemann
Network,3800000,['Drama'],en,17.234745,"['United Artists', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1976-11-01,23689877,7.7,381,Sidney Lumet
Gone with the Wind,4000000,"['Drama', 'Romance', 'War']",en,48.98255,"['Selznick International Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1939-12-15,400176459,7.7,970,Victor Fleming
Major Dundee,3800000,"['War', 'Western']",en,3.490215,"['Columbia Pictures Corporation', 'Jerry Bresler Productions']",['United States of America'],1965-04-07,14873,6.2,38,Sam Peckinpah
Annie Get Your Gun,3768785,"['Action', 'Comedy', 'Music', 'Romance', 'Western']",en,1.726175,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1950-05-17,8000000,7.3,22,George Sidney
Four Lions,967686,"['Comedy', 'Crime', 'Drama']",en,20.544999,"['Film4', 'Drafthouse Films', 'Warp Films', 'Wild Bunch Distribution']",['United Kingdom'],2010-05-07,4270000,7.0,423,Chris Morris
Defendor,3500000,"['Drama', 'Action', 'Comedy', 'Crime']",en,8.45342,"['Alliance Films', 'Darius Films', 'Insight Film Releasing']","['Canada', 'United Kingdom', 'United States of America']",2009-09-12,44462,6.5,195,Peter Stebbings
The Pirate,3700000,"['Music', 'Romance']",en,0.90522,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1948-06-11,2956000,6.6,17,Vincente Minnelli
The History Boys,4000000,"['Comedy', 'Drama']",en,3.771652,"['DNA Films', 'BBC Films', 'UK Film Council']",['United Kingdom'],2006-10-02,13401952,6.6,66,Nicholas Hytner
Midnight Cowboy,3600000,['Drama'],en,21.119209,"['United Artists', 'Florin Productions', 'Jerome Hellman Productions']",['United States of America'],1969-05-25,44785053,7.4,299,John Schlesinger
The Full Monty,3500000,['Comedy'],en,17.002623,"['Channel Four Films', 'Twentieth Century Fox Film Corporation', 'Redwave Films']",['United Kingdom'],1997-08-13,257850122,6.8,363,Peter Cattaneo
Airplane!,3500000,['Comedy'],en,46.116885,['Paramount Pictures'],['United States of America'],1980-07-02,83453539,7.1,1074,Jerry Zucker
Friday,3500000,['Comedy'],en,25.5748,['New Line Cinema'],['United States of America'],1995-04-26,28215918,7.0,503,F. Gary Gray
Menace II Society,3500000,"['Drama', 'Action', 'Crime']",en,3.418871,['New Line Cinema'],['United States of America'],1993-05-26,27900000,7.2,173,Albert Hughes
Creepshow 2,3500000,['Horror'],en,10.729884,"['New World Pictures', 'Laurel Entertainment Inc.']",['United States of America'],1987-05-01,14000000,5.9,129,Michael Gornick
The Ballad of Cable Hogue,3716946,"['Action', 'Comedy', 'Western']",en,2.676535,['Warner Bros.'],['United States of America'],1970-05-13,5000000,6.9,47,Sam Peckinpah
In Cold Blood,3500000,"['Crime', 'Drama']",en,7.821438,"['Columbia Pictures Corporation', 'Pax Enterprises']",['United States of America'],1967-12-14,13007551,7.4,82,Richard Brooks
The Nun's Story,3500000,['Drama'],en,3.281509,['Warner Bros.'],['United States of America'],1959-06-18,12800000,7.4,46,Fred Zinnemann
Harper,3500000,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",en,2.938973,['Warner Bros.'],['United States of America'],1966-02-23,12000000,6.2,35,Jack Smight
Frenzy,3500000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,10.219942,['Universal Pictures'],['United Kingdom'],1972-05-25,12600000,7.1,158,Alfred Hitchcock
The Witch,3500000,"['Mystery', 'Horror']",en,50.319662,"['Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Pulse Films', 'Scythia Films', 'Code Red Productions', 'Mott Street Pictures', 'Very Special Projects']","['Canada', 'United States of America']",2016-02-19,40423945,6.3,1434,Robert Eggers
She's the One,3500000,"['Comedy', 'Romance']",en,8.406025,['Fox Searchlight Pictures'],['United States of America'],1996-08-26,9482579,5.7,70,Edward Burns
Gods and Monsters,10000000,['Drama'],en,5.588652,"['Lions Gate Films', 'Flashpoint (I)', 'Showtime Networks']","['United Kingdom', 'United States of America']",1998-01-21,6451628,6.8,81,Bill Condon
The Secret in Their Eyes,2000000,"['Crime', 'Drama', 'Mystery', 'Romance']",es,25.894065,"['100 Bares', 'Haddock Films S.R.L.', 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'Televisión Española (TVE)', 'Tornasol Films', 'Canal+ España', 'Ministerio de Cultura', 'Instituto de Crédito Oficial (ICO)', 'Televisión Federal (Telefe)']","['Argentina', 'Spain']",2009-08-13,33965843,7.8,626,Juan José Campanella
Evil Dead II,3600000,"['Horror', 'Comedy', 'Fantasy']",en,35.674774,"['Renaissance Films', 'Rosebud Productions']",['United States of America'],1987-03-13,5923044,7.6,742,Sam Raimi
Troll Hunter,3500000,"['Fantasy', 'Horror']",nb,12.982319,"['Filmkameratene A/S', 'Film Fund FUZZ', 'SF Norge A/S']",['Norway'],2010-10-29,4159678,6.7,583,André Øvredal
Winter Passing,3500000,"['Comedy', 'Drama']",en,3.643608,"['Yari Film Group', 'Stratus Film Co.']",['United States of America'],2006-02-07,113783,6.7,28,Adam Rapp
High Anxiety,3400000,"['Comedy', 'Music']",en,5.690619,"['Twentieth Century Fox Film Corporation', 'Crossbow Productions']",['United States of America'],1977-12-25,31063038,6.5,84,Mel Brooks
March of the Penguins,8000000,"['Documentary', 'Family']",fr,17.537154,"['Wild Bunch', 'Canal+', 'Buena Vista International Film Production France', 'Alliance de Production Cinematographique (APC)', ""L'Institut Polare Français Paul-Émile Victor"", 'National Geographic Films', 'Bonne Pioche']",['France'],2005-01-26,127392239,6.9,358,Luc Jacquet
Margin Call,3500000,"['Thriller', 'Drama']",en,26.259389,"['Benaroya Pictures', 'Before the Door Pictures', 'Washington Square Films', 'Untitled Entertainment']",['United States of America'],2011-09-28,19504039,6.7,524,J.C. Chandor
Choke,3000000,"['Comedy', 'Drama']",en,11.637458,"['Fox Searchlight Pictures', 'Contrafilm', 'ATO Pictures', 'Aramid Entertainment Fund', 'Dune Entertainment III', 'Choke Film']",['United States of America'],2008-09-26,3830137,6.0,127,Clark Gregg
Whiplash,3300000,['Drama'],en,192.528841,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",['United States of America'],2014-10-10,13092000,8.3,4254,Damien Chazelle
City of God,3300000,"['Drama', 'Crime']",pt,44.356711,"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Globo filmes', 'Lumiere', 'Hank Levine Film', 'Lereby Productions']","['Brazil', 'France']",2002-02-05,30641770,8.1,1814,Fernando Meirelles
Human Traffic,600000,"['Comedy', 'Drama']",en,4.859873,['Irish Screen'],"['United Kingdom', 'Ireland']",1999-06-04,4000000,6.8,97,Justin Kerrigan
The Hunt,3800000,['Drama'],da,21.826888,"['Zentropa Entertainments', 'Det Danske Filminstitut', 'Danmarks Radio (DR)', 'Eurimages', 'MEDIA Programme of the European Union', 'Sveriges Television (SVT)', 'Svenska Filminstitutet (SFI)', 'Nordisk Film- & TV-Fond', 'Film Väst']","['Denmark', 'Sweden']",2012-08-28,16800000,7.9,927,Thomas Vinterberg
The Opposite Sex,3300000,['Comedy'],en,2.964785,"['Magna Global Entertainment', 'Verdi Productions']",['United States of America'],2014-11-08,45000,4.1,9,Jonathan Silverman
Dreaming of Joseph Lees,2000000,"['Romance', 'Drama']",en,0.11615,['Fox Entertainment Group'],"['United Kingdom', 'United States of America']",1999-10-29,7,8.0,1,Eric Styles
Rosemary's Baby,3200000,"['Horror', 'Drama', 'Mystery']",en,26.180367,"['Paramount Pictures', 'William Castle Productions']",['United States of America'],1968-06-12,33395426,7.5,863,Roman Polanski
The Man Who Shot Liberty Valance,3200000,['Western'],en,11.735287,"['Paramount Pictures', 'John Ford Productions']",['United States of America'],1962-04-22,8000000,7.4,265,John Ford
Beginners,3200000,"['Drama', 'Romance', 'Comedy']",en,11.933449,"['Parts and Labor', 'Olympus Pictures', 'Focus Features']",['United States of America'],2010-09-11,5332926,6.8,347,Mike Mills
Animal House,2700000,['Comedy'],en,17.332585,"['Universal Pictures', 'Oregon Film Factory', 'Stage III Productions']",['United States of America'],1978-07-27,141000000,7.0,418,John Landis
Goldfinger,2500000,"['Adventure', 'Action', 'Thriller']",en,47.812466,"['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']",1964-09-17,124881062,7.2,987,Guy Hamilton
It's a Wonderful Life,3180000,"['Drama', 'Family', 'Fantasy']",en,42.868495,"['RKO Radio Pictures', 'Liberty Films (II)']",['United States of America'],1946-12-20,9644124,8.0,1076,Frank Capra
Trainspotting,4000000,"['Drama', 'Crime']",en,63.513324,"['Miramax Films', 'Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films', 'Film4']",['United Kingdom'],1996-02-23,16491080,7.8,2655,Danny Boyle
Paranormal Activity 2,3000000,"['Horror', 'Thriller']",en,22.789649,"['Paramount Pictures', 'Blumhouse Productions', 'Solana Films']",['United States of America'],2010-10-20,177512032,5.7,722,Tod Williams
Bowling for Columbine,4000000,['Documentary'],en,11.414843,"['Alliance Atlantis Communications', 'TiMe Film- und TV-Produktions GmbH', 'Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG', 'Dog Eat Dog Films', 'Iconolatry Productions Inc.', 'Salter Street Films International', 'United Broadcasting Inc.']",['United States of America'],2002-10-09,35564473,7.3,453,Michael Moore
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,['Horror'],en,21.607228,"['New Line Cinema', 'Smart Egg Pictures']",['United States of America'],1985-10-31,29999213,5.7,361,Jack Sholder
A Room with a View,3000000,"['Drama', 'Romance']",en,7.961559,"['Goldcrest Films International', 'National Film Finance Corporation (NFFC)', 'Curzon Film Distributors']",['United Kingdom'],1985-12-13,20966644,6.9,156,James Ivory
The Purge,3000000,"['Science Fiction', 'Horror', 'Thriller']",en,54.403033,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions', '20th Century Fox Russia']","['France', 'United States of America']",2013-05-31,89328627,6.0,2428,James DeMonaco
